context_id,role,predict,label,score1
6d5b61216556ea335377a60923cf3ea5,人生-死亡-死者,0,1,0.3347
6d5b61216556ea335377a60923cf3ea5,人生-死亡-地点,1,1,0.9988
6d5b61216556ea335377a60923cf3ea5,人生-死亡-死者年龄,0,0,0.0008
6d5b61216556ea335377a60923cf3ea5,灾害/意外-坍/垮塌-受伤人数,0,0,0.0214
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-坍塌主体,1,1,0.9988
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-死亡人数,1,1,0.9987
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-受伤人数,1,1,0.9986
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-时间,0,0,0.0008
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-坍塌主体,1,1,0.9782
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-受伤人数,0,0,0.0008
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-时间,0,0,0.0008
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-死亡人数,0,0,0.0008
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-时间,1,1,0.999
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-坍塌主体,1,1,0.999
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-死亡人数,0,0,0.0008
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-受伤人数,0,0,0.0008
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-坍塌主体,1,1,0.9986
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-死亡人数,1,1,0.9979
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-时间,0,0,0.0008
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-受伤人数,0,0,0.142
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-罚款金额,0,0,0.0726
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-时间,0,0,0.0008
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-罚款对象,0,0,0.1197
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-执法机构,0,0,0.0025
eb072d9a8d983591b1b5af729a41649d,组织关系-解约-解约方,1,1,0.999
eb072d9a8d983591b1b5af729a41649d,组织关系-解约-被解约方,1,1,0.8797
eb072d9a8d983591b1b5af729a41649d,组织关系-解约-时间,0,0,0.0008
5934464a705167ff1aabb5ebddff2435,组织关系-解约-解约方,1,1,0.9991
5934464a705167ff1aabb5ebddff2435,组织关系-解约-被解约方,1,1,0.9384
5934464a705167ff1aabb5ebddff2435,组织关系-解约-时间,0,0,0.0008
ad9a7af7c7b3c0cb6c161bf1c532b6bb,组织关系-解约-解约方,1,1,0.9991
ad9a7af7c7b3c0cb6c161bf1c532b6bb,组织关系-解约-被解约方,1,0,0.6603
ad9a7af7c7b3c0cb6c161bf1c532b6bb,组织关系-解约-时间,0,0,0.0008
328821013fd2ffa0d7f55ad8634d972e,组织关系-解约-解约方,1,1,0.9881
328821013fd2ffa0d7f55ad8634d972e,组织关系-解约-被解约方,1,0,0.7635
328821013fd2ffa0d7f55ad8634d972e,组织关系-解约-时间,0,0,0.0008
72d9543da081221ee04074ef39108e67,产品行为-召回-召回方,1,1,0.9991
72d9543da081221ee04074ef39108e67,产品行为-召回-时间,1,1,0.7972
72d9543da081221ee04074ef39108e67,产品行为-召回-召回内容,1,1,0.9957
2949be65e18f1f16ec01cca8b395f1b8,产品行为-召回-召回方,1,1,0.9991
2949be65e18f1f16ec01cca8b395f1b8,产品行为-召回-召回内容,1,1,0.9989
2949be65e18f1f16ec01cca8b395f1b8,产品行为-召回-时间,1,0,0.8056
8556cf92f329fe7edd941576ce2fe4f1,产品行为-召回-时间,1,1,0.9977
8556cf92f329fe7edd941576ce2fe4f1,产品行为-召回-召回方,1,1,0.9991
8556cf92f329fe7edd941576ce2fe4f1,产品行为-召回-召回内容,1,1,0.999
bbcd98414cc06a2fc2c8a81327929d8d,产品行为-召回-召回方,1,1,0.999
bbcd98414cc06a2fc2c8a81327929d8d,产品行为-召回-召回内容,1,1,0.999
bbcd98414cc06a2fc2c8a81327929d8d,产品行为-召回-时间,1,1,0.9952
e4e801318ba92705a54a49055f41b5f7,产品行为-召回-召回方,1,1,0.9991
e4e801318ba92705a54a49055f41b5f7,产品行为-召回-召回内容,1,1,0.9991
e4e801318ba92705a54a49055f41b5f7,产品行为-召回-时间,0,0,0.0008
5504403e4b54c7102ca7822c933f8bd2,产品行为-召回-召回方,0,1,0.4071
5504403e4b54c7102ca7822c933f8bd2,产品行为-召回-召回内容,1,1,0.9987
5504403e4b54c7102ca7822c933f8bd2,产品行为-召回-时间,0,0,0.0008
958456db4a49e4b478a4c3bf97993ab0,产品行为-召回-召回方,1,1,0.9991
958456db4a49e4b478a4c3bf97993ab0,产品行为-召回-召回内容,1,1,0.8812
958456db4a49e4b478a4c3bf97993ab0,产品行为-召回-时间,0,0,0.2321
ee933c120e80d45ae4009db2f1b76a93,产品行为-召回-时间,1,1,0.6169
ee933c120e80d45ae4009db2f1b76a93,产品行为-召回-召回方,1,0,0.999
ee933c120e80d45ae4009db2f1b76a93,产品行为-召回-召回内容,1,0,0.9702
797df2caf0a7b2e53bdc631250647045,产品行为-召回-召回方,1,1,0.9145
797df2caf0a7b2e53bdc631250647045,产品行为-召回-召回内容,1,1,0.9976
797df2caf0a7b2e53bdc631250647045,产品行为-召回-时间,0,0,0.0008
474cc742ad4d95463fc01381de1e2f54,产品行为-召回-召回方,1,1,0.9287
474cc742ad4d95463fc01381de1e2f54,产品行为-召回-召回内容,1,1,0.999
474cc742ad4d95463fc01381de1e2f54,产品行为-召回-时间,0,0,0.0061
f5581c551e615528a3cbc8140d34f073,产品行为-召回-召回内容,1,1,0.996
f5581c551e615528a3cbc8140d34f073,产品行为-召回-召回方,0,0,0.0121
f5581c551e615528a3cbc8140d34f073,产品行为-召回-时间,0,0,0.0008
8e0111dde773d4042604509a9cea2b03,产品行为-召回-召回方,1,1,0.9982
8e0111dde773d4042604509a9cea2b03,产品行为-召回-召回内容,1,1,0.9989
8e0111dde773d4042604509a9cea2b03,产品行为-召回-时间,0,0,0.0008
ec9f40aee1453f414fb6356c5dcfed25,产品行为-召回-召回方,1,1,0.9991
ec9f40aee1453f414fb6356c5dcfed25,产品行为-召回-召回内容,1,1,0.9991
ec9f40aee1453f414fb6356c5dcfed25,产品行为-召回-时间,0,0,0.0008
c06db5a1f1e8519ad083d4a4569d69a7,产品行为-召回-召回方,1,1,0.999
c06db5a1f1e8519ad083d4a4569d69a7,产品行为-召回-召回内容,1,1,0.9989
c06db5a1f1e8519ad083d4a4569d69a7,产品行为-召回-时间,0,0,0.0008
c51d930f9aa449f0651271791a7e8327,产品行为-召回-召回内容,1,1,0.7878
c51d930f9aa449f0651271791a7e8327,产品行为-召回-召回方,1,0,0.997
c51d930f9aa449f0651271791a7e8327,产品行为-召回-时间,0,0,0.0008
aedfe42d056157a2fc470d5fc84efce2,产品行为-召回-召回方,1,1,0.999
aedfe42d056157a2fc470d5fc84efce2,产品行为-召回-召回内容,1,1,0.999
aedfe42d056157a2fc470d5fc84efce2,产品行为-召回-时间,1,0,0.9956
8ba207d01df4acb93dbfdb7405a4bfcc,产品行为-召回-时间,1,1,0.9459
8ba207d01df4acb93dbfdb7405a4bfcc,产品行为-召回-召回方,1,1,0.9991
8ba207d01df4acb93dbfdb7405a4bfcc,产品行为-召回-召回内容,1,1,0.999
e9e235dea9c7d297978c2df50406e67e,产品行为-召回-召回方,1,1,0.9991
e9e235dea9c7d297978c2df50406e67e,产品行为-召回-召回内容,1,1,0.9989
e9e235dea9c7d297978c2df50406e67e,产品行为-召回-时间,1,1,0.9905
29e691aaa2e5b9741403c6ed0891556b,产品行为-召回-召回方,1,1,0.9991
29e691aaa2e5b9741403c6ed0891556b,产品行为-召回-召回内容,1,1,0.999
29e691aaa2e5b9741403c6ed0891556b,产品行为-召回-时间,1,0,0.7587
3c76ae7a9027abbedc4acfad18599b22,产品行为-召回-召回内容,1,1,0.9988
3c76ae7a9027abbedc4acfad18599b22,产品行为-召回-召回方,1,0,0.6873
3c76ae7a9027abbedc4acfad18599b22,产品行为-召回-时间,1,0,0.7842
7a6528956e4d91002806e6d44ce0ca4e,产品行为-召回-召回方,1,1,0.9991
7a6528956e4d91002806e6d44ce0ca4e,产品行为-召回-召回内容,1,1,0.999
7a6528956e4d91002806e6d44ce0ca4e,产品行为-召回-时间,1,1,0.9988
5e05026513a62f66bd5dd2d254163859,产品行为-召回-时间,1,1,0.8519
5e05026513a62f66bd5dd2d254163859,产品行为-召回-召回方,1,1,0.9991
5e05026513a62f66bd5dd2d254163859,产品行为-召回-召回内容,1,1,0.999
a3c0e7d2f9053e256556fd555a70f5b8,产品行为-召回-召回方,0,1,0.0038
a3c0e7d2f9053e256556fd555a70f5b8,产品行为-召回-召回内容,1,1,0.9988
a3c0e7d2f9053e256556fd555a70f5b8,产品行为-召回-时间,0,0,0.0008
5d9ccfcfc124c75a94576ff578fadd5e,产品行为-召回-召回内容,1,1,0.9986
5d9ccfcfc124c75a94576ff578fadd5e,产品行为-召回-召回方,1,0,0.9917
5d9ccfcfc124c75a94576ff578fadd5e,产品行为-召回-时间,0,0,0.0008
77fd8a5fdc6c08577ddbe5d7b5be8fb2,产品行为-召回-时间,1,1,0.9971
77fd8a5fdc6c08577ddbe5d7b5be8fb2,产品行为-召回-召回方,1,1,0.8508
77fd8a5fdc6c08577ddbe5d7b5be8fb2,产品行为-召回-召回内容,1,1,0.999
417b82fad7c7328446d81bee9490a3f2,产品行为-召回-召回方,1,1,0.9991
417b82fad7c7328446d81bee9490a3f2,产品行为-召回-召回内容,1,1,0.9991
417b82fad7c7328446d81bee9490a3f2,产品行为-召回-时间,0,0,0.0008
15c2259a91cda674727da3016ebdb3f0,产品行为-召回-召回方,1,1,0.9991
15c2259a91cda674727da3016ebdb3f0,产品行为-召回-召回内容,1,1,0.9991
15c2259a91cda674727da3016ebdb3f0,产品行为-召回-时间,0,0,0.0008
0c48c3b3057d209d7c505a82c54b19fb,产品行为-召回-召回方,1,1,0.9991
0c48c3b3057d209d7c505a82c54b19fb,产品行为-召回-召回内容,1,1,0.9989
0c48c3b3057d209d7c505a82c54b19fb,产品行为-召回-时间,0,0,0.0008
ba28449591bc115c183428499f240ace,产品行为-召回-召回内容,1,1,0.9986
ba28449591bc115c183428499f240ace,产品行为-召回-召回方,1,1,0.9991
ba28449591bc115c183428499f240ace,产品行为-召回-时间,0,0,0.004
499013d1c66acf59cd0366712d6c9578,产品行为-召回-召回方,1,1,0.9991
499013d1c66acf59cd0366712d6c9578,产品行为-召回-召回内容,1,1,0.9991
499013d1c66acf59cd0366712d6c9578,产品行为-召回-时间,0,0,0.0008
caf879a0cff178171ffd469ba77cc32d,产品行为-召回-召回方,1,1,0.999
caf879a0cff178171ffd469ba77cc32d,产品行为-召回-时间,1,1,0.9985
caf879a0cff178171ffd469ba77cc32d,产品行为-召回-召回内容,1,1,0.999
8e2a79d089c67d9d827903fc4f52d0d3,产品行为-召回-召回方,1,1,0.999
8e2a79d089c67d9d827903fc4f52d0d3,产品行为-召回-召回内容,1,1,0.994
8e2a79d089c67d9d827903fc4f52d0d3,产品行为-召回-时间,0,0,0.0012
5f2f8325d6073dc39b2e1414dbb6c6d1,产品行为-召回-召回方,1,1,0.9991
5f2f8325d6073dc39b2e1414dbb6c6d1,产品行为-召回-召回内容,1,1,0.9991
5f2f8325d6073dc39b2e1414dbb6c6d1,产品行为-召回-时间,0,0,0.0008
c1ac7ab0326b7e537ee72ed39d984fb1,产品行为-召回-召回内容,1,1,0.9812
c1ac7ab0326b7e537ee72ed39d984fb1,产品行为-召回-召回方,0,0,0.0076
c1ac7ab0326b7e537ee72ed39d984fb1,产品行为-召回-时间,0,0,0.0008
001c19e84e08162612d3bef94819263e,产品行为-召回-召回方,1,1,0.9991
001c19e84e08162612d3bef94819263e,产品行为-召回-召回内容,1,1,0.999
001c19e84e08162612d3bef94819263e,产品行为-召回-时间,0,0,0.0008
c97bd2be638014427ba0df9dfa437818,司法行为-约谈-约谈对象,1,1,0.999
c97bd2be638014427ba0df9dfa437818,司法行为-约谈-时间,0,0,0.0022
c97bd2be638014427ba0df9dfa437818,司法行为-约谈-约谈发起方,0,0,0.0062
1f0c3bef6e4d47bc28ad7cb3c54f4849,司法行为-约谈-时间,1,1,0.999
1f0c3bef6e4d47bc28ad7cb3c54f4849,司法行为-约谈-约谈发起方,1,1,0.999
1f0c3bef6e4d47bc28ad7cb3c54f4849,司法行为-约谈-约谈对象,1,1,0.999
c054494f29119a2991178ccf375a438a,司法行为-约谈-时间,1,1,0.6952
c054494f29119a2991178ccf375a438a,司法行为-约谈-约谈发起方,1,1,0.9991
c054494f29119a2991178ccf375a438a,司法行为-约谈-约谈对象,1,1,0.999
07b047997e648fc7ddc4148d42756271,司法行为-约谈-约谈发起方,1,1,0.999
07b047997e648fc7ddc4148d42756271,司法行为-约谈-约谈对象,1,1,0.999
07b047997e648fc7ddc4148d42756271,司法行为-约谈-时间,0,0,0.0008
8346c7061c7b235b751a53b04e255f51,司法行为-约谈-约谈发起方,1,1,0.999
8346c7061c7b235b751a53b04e255f51,司法行为-约谈-约谈对象,1,1,0.999
8346c7061c7b235b751a53b04e255f51,司法行为-约谈-时间,0,0,0.0008
5e61079d327a8f44418b0e3327b9d944,司法行为-约谈-约谈发起方,1,1,0.9991
5e61079d327a8f44418b0e3327b9d944,司法行为-约谈-约谈对象,1,1,0.999
5e61079d327a8f44418b0e3327b9d944,司法行为-约谈-时间,0,0,0.0008
0dd1703d1f2dcee606af7bf6a47ae8e5,司法行为-约谈-约谈对象,1,1,0.999
0dd1703d1f2dcee606af7bf6a47ae8e5,司法行为-约谈-约谈发起方,1,1,0.999
0dd1703d1f2dcee606af7bf6a47ae8e5,交往-道歉-道歉者,1,1,0.999
0dd1703d1f2dcee606af7bf6a47ae8e5,交往-道歉-道歉对象,0,0,0.0099
0dd1703d1f2dcee606af7bf6a47ae8e5,司法行为-约谈-时间,0,0,0.0008
0dd1703d1f2dcee606af7bf6a47ae8e5,交往-道歉-时间,0,0,0.0008
3cc31953741e6da281292f59954fb32f,司法行为-约谈-约谈发起方,1,1,0.9991
3cc31953741e6da281292f59954fb32f,司法行为-约谈-约谈对象,1,1,0.9991
3cc31953741e6da281292f59954fb32f,司法行为-约谈-时间,0,0,0.0008
76f77efc19e2567a6800727a203f37df,司法行为-约谈-约谈对象,1,1,0.999
76f77efc19e2567a6800727a203f37df,司法行为-约谈-约谈发起方,1,1,0.9991
76f77efc19e2567a6800727a203f37df,司法行为-约谈-时间,1,1,0.9971
8e2bf36e7601052afc9b1880547dd339,司法行为-约谈-时间,1,1,0.999
8e2bf36e7601052afc9b1880547dd339,司法行为-约谈-约谈发起方,1,1,0.999
8e2bf36e7601052afc9b1880547dd339,司法行为-约谈-约谈对象,1,1,0.999
a56599aeffb92fc321e683eae345335e,司法行为-约谈-约谈发起方,1,1,0.999
a56599aeffb92fc321e683eae345335e,司法行为-约谈-约谈对象,1,1,0.999
a56599aeffb92fc321e683eae345335e,司法行为-约谈-时间,0,0,0.0008
51737f6712bf9fca4cbeb62a4d439999,司法行为-约谈-时间,1,1,0.9988
51737f6712bf9fca4cbeb62a4d439999,司法行为-约谈-约谈发起方,1,1,0.9991
51737f6712bf9fca4cbeb62a4d439999,司法行为-约谈-约谈对象,1,1,0.9991
f1debab83e3b75ba8b4835dda075bec8,司法行为-约谈-时间,1,1,0.999
f1debab83e3b75ba8b4835dda075bec8,司法行为-约谈-约谈发起方,1,1,0.9991
f1debab83e3b75ba8b4835dda075bec8,司法行为-约谈-约谈对象,1,1,0.999
3cc36fd4154308051b4c9705b183b269,司法行为-约谈-约谈对象,1,1,0.9989
3cc36fd4154308051b4c9705b183b269,司法行为-约谈-时间,0,0,0.0008
3cc36fd4154308051b4c9705b183b269,司法行为-约谈-约谈发起方,0,0,0.0052
de12d5d16ec6b3905933ead4b7867baa,司法行为-约谈-约谈对象,1,1,0.999
de12d5d16ec6b3905933ead4b7867baa,司法行为-约谈-时间,0,0,0.0008
de12d5d16ec6b3905933ead4b7867baa,司法行为-约谈-约谈发起方,1,0,0.999
da68151f2f82fdb810f33d2e2c4eedda,司法行为-约谈-时间,1,1,0.9989
da68151f2f82fdb810f33d2e2c4eedda,司法行为-约谈-约谈发起方,1,1,0.999
da68151f2f82fdb810f33d2e2c4eedda,司法行为-约谈-约谈对象,1,1,0.999
49673e97369c01caec017c5e1ad4b8f5,司法行为-约谈-约谈发起方,1,1,0.9991
49673e97369c01caec017c5e1ad4b8f5,司法行为-约谈-约谈对象,1,1,0.999
49673e97369c01caec017c5e1ad4b8f5,司法行为-约谈-时间,0,0,0.0008
bcc6b20986b6d181daac0bf2f8beac60,司法行为-约谈-约谈发起方,1,1,0.9991
bcc6b20986b6d181daac0bf2f8beac60,司法行为-约谈-约谈对象,1,1,0.9991
bcc6b20986b6d181daac0bf2f8beac60,司法行为-约谈-时间,0,0,0.0008
7305ad6eee461d15907b18c869609b63,司法行为-约谈-约谈对象,1,1,0.999
7305ad6eee461d15907b18c869609b63,司法行为-约谈-约谈发起方,1,1,0.9989
7305ad6eee461d15907b18c869609b63,司法行为-约谈-时间,0,0,0.0008
089c5e5868195fde4fc77f0692dffa8c,司法行为-约谈-约谈发起方,1,1,0.999
089c5e5868195fde4fc77f0692dffa8c,司法行为-约谈-约谈对象,1,1,0.9991
089c5e5868195fde4fc77f0692dffa8c,司法行为-约谈-时间,0,0,0.0008
e1a36544a660b7445da6b668d443e58a,司法行为-约谈-时间,1,1,0.999
e1a36544a660b7445da6b668d443e58a,司法行为-约谈-约谈发起方,1,1,0.999
e1a36544a660b7445da6b668d443e58a,司法行为-约谈-约谈对象,1,1,0.999
438e9f45a153cd6b61e0641d90f6ef47,司法行为-约谈-时间,1,1,0.9989
438e9f45a153cd6b61e0641d90f6ef47,司法行为-约谈-约谈发起方,1,1,0.999
438e9f45a153cd6b61e0641d90f6ef47,司法行为-约谈-约谈对象,1,1,0.999
b1ee877278ee824b312f4f5cbcd15d7e,司法行为-约谈-约谈发起方,1,1,0.9991
b1ee877278ee824b312f4f5cbcd15d7e,司法行为-约谈-约谈对象,1,1,0.9991
