context_id,role,label,pred_position,gold_position
0568cceb0ab565d1d5610d79ac2d2da8,人生-死亡-时间,0,[],[]
0568cceb0ab565d1d5610d79ac2d2da8,人生-死亡-死者年龄,0,[],[]
0568cceb0ab565d1d5610d79ac2d2da8,人生-死亡-死者,0,[],[]
0568cceb0ab565d1d5610d79ac2d2da8,灾害/意外-坍/垮塌-受伤人数,0,[],[]
0568cceb0ab565d1d5610d79ac2d2da8,灾害/意外-坍/垮塌-时间,0,[],[]
ea027504736dd02c9d075190b0479904,灾害/意外-坍/垮塌-坍塌主体,1,"[(26, 29)]","[(17, 29)]"
ea027504736dd02c9d075190b0479904,灾害/意外-坍/垮塌-死亡人数,1,"[(33, 34)]","[(33, 34)]"
ea027504736dd02c9d075190b0479904,人生-死亡-时间,0,[],[]
ea027504736dd02c9d075190b0479904,人生-死亡-死者年龄,0,[],[]
ea027504736dd02c9d075190b0479904,人生-死亡-死者,0,[],[]
ea027504736dd02c9d075190b0479904,灾害/意外-坍/垮塌-受伤人数,0,[],[]
ea027504736dd02c9d075190b0479904,灾害/意外-坍/垮塌-时间,0,[],[]
ea027504736dd02c9d075190b0479904,人生-死亡-地点,0,"[(19, 22)]",[]
0198620fafb91ba57c64f810a2fdce60,灾害/意外-坍/垮塌-坍塌主体,1,"[(17, 23)]","[(17, 23)]"
0198620fafb91ba57c64f810a2fdce60,灾害/意外-坍/垮塌-死亡人数,1,"[(27, 28)]","[(27, 28)]"
0198620fafb91ba57c64f810a2fdce60,人生-死亡-地点,1,"[(10, 16)]","[(10, 11)]"
0198620fafb91ba57c64f810a2fdce60,人生-失联-地点,1,"[(10, 16)]","[(10, 11)]"
0198620fafb91ba57c64f810a2fdce60,人生-死亡-时间,0,[],[]
0198620fafb91ba57c64f810a2fdce60,人生-死亡-死者年龄,0,[],[]
0198620fafb91ba57c64f810a2fdce60,人生-死亡-死者,0,[],[]
0198620fafb91ba57c64f810a2fdce60,灾害/意外-坍/垮塌-受伤人数,0,[],[]
0198620fafb91ba57c64f810a2fdce60,人生-失联-时间,0,[],[]
0198620fafb91ba57c64f810a2fdce60,人生-失联-失联者,0,[],[]
0198620fafb91ba57c64f810a2fdce60,灾害/意外-坍/垮塌-时间,0,[],[]
046a86a7769f5a361eec197fa8404a49,灾害/意外-坍/垮塌-坍塌主体,1,"[(17, 18)]","[(17, 18)]"
046a86a7769f5a361eec197fa8404a49,人生-死亡-时间,0,[],[]
046a86a7769f5a361eec197fa8404a49,人生-死亡-死者年龄,0,"[(17, 18)]",[]
046a86a7769f5a361eec197fa8404a49,人生-死亡-死者,0,"[(15, 18)]",[]
046a86a7769f5a361eec197fa8404a49,灾害/意外-坍/垮塌-受伤人数,0,[],[]
046a86a7769f5a361eec197fa8404a49,灾害/意外-坍/垮塌-时间,0,[],[]
046a86a7769f5a361eec197fa8404a49,灾害/意外-坍/垮塌-死亡人数,0,[],[]
046a86a7769f5a361eec197fa8404a49,人生-死亡-地点,0,[],[]
6d5b61216556ea335377a60923cf3ea5,灾害/意外-坍/垮塌-时间,1,"[(15, 18), (67, 70)]","[(15, 18), (67, 70)]"
6d5b61216556ea335377a60923cf3ea5,灾害/意外-坍/垮塌-坍塌主体,1,"[(22, 46)]","[(31, 46), (83, 97)]"
6d5b61216556ea335377a60923cf3ea5,灾害/意外-坍/垮塌-死亡人数,1,"[(54, 55)]","[(54, 55), (101, 102)]"
6d5b61216556ea335377a60923cf3ea5,人生-死亡-时间,1,[],"[(10, 13), (62, 65)]"
6d5b61216556ea335377a60923cf3ea5,人生-死亡-死者,1,"[(94, 99)]","[(49, 52), (96, 99)]"
6d5b61216556ea335377a60923cf3ea5,人生-死亡-地点,1,"[(15, 39)]","[(24, 39), (76, 90)]"
6d5b61216556ea335377a60923cf3ea5,人生-死亡-死者年龄,0,[],[]
6d5b61216556ea335377a60923cf3ea5,灾害/意外-坍/垮塌-受伤人数,0,[],[]
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-坍塌主体,1,"[(17, 21)]","[(17, 21)]"
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-死亡人数,1,"[(32, 33)]","[(32, 33)]"
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-受伤人数,1,"[(34, 34)]","[(34, 35)]"
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-时间,0,[],[]
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-坍塌主体,1,"[(23, 24)]","[(23, 24)]"
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-受伤人数,0,[],[]
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-时间,0,[],[]
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-死亡人数,0,[],[]
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-时间,1,"[(15, 28)]","[(15, 28)]"
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-坍塌主体,1,"[(55, 77)]","[(55, 77)]"
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-死亡人数,0,[],[]
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-受伤人数,0,[],[]
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-坍塌主体,1,"[(17, 23)]","[(17, 23)]"
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-死亡人数,1,"[(27, 27)]","[(27, 27)]"
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-时间,0,[],[]
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-受伤人数,0,[],[]
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-罚款金额,0,[],[]
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-时间,0,[],[]
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-罚款对象,0,[],[]
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-执法机构,0,[],[]
eb072d9a8d983591b1b5af729a41649d,组织关系-解约-解约方,1,"[(17, 19)]","[(17, 19)]"
eb072d9a8d983591b1b5af729a41649d,组织关系-解约-被解约方,1,"[(23, 25)]","[(23, 25)]"
eb072d9a8d983591b1b5af729a41649d,组织关系-解约-时间,0,[],[]
5934464a705167ff1aabb5ebddff2435,组织关系-解约-解约方,1,"[(25, 27)]","[(25, 27)]"
5934464a705167ff1aabb5ebddff2435,组织关系-解约-被解约方,1,"[(32, 33)]","[(32, 33)]"
5934464a705167ff1aabb5ebddff2435,组织关系-解约-时间,0,[],[]
ad9a7af7c7b3c0cb6c161bf1c532b6bb,组织关系-解约-解约方,1,"[(13, 15)]","[(13, 15)]"
ad9a7af7c7b3c0cb6c161bf1c532b6bb,组织关系-解约-被解约方,0,[],[]
ad9a7af7c7b3c0cb6c161bf1c532b6bb,组织关系-解约-时间,0,[],[]
328821013fd2ffa0d7f55ad8634d972e,组织关系-解约-解约方,1,"[(18, 19)]","[(18, 19)]"
328821013fd2ffa0d7f55ad8634d972e,组织关系-解约-被解约方,0,[],[]
328821013fd2ffa0d7f55ad8634d972e,组织关系-解约-时间,0,[],[]
72d9543da081221ee04074ef39108e67,产品行为-召回-召回方,1,"[(16, 30)]","[(16, 30)]"
72d9543da081221ee04074ef39108e67,产品行为-召回-时间,1,"[(89, 94)]","[(89, 94)]"
72d9543da081221ee04074ef39108e67,产品行为-召回-召回内容,1,"[(101, 121)]","[(101, 115)]"
2949be65e18f1f16ec01cca8b395f1b8,产品行为-召回-召回方,1,"[(16, 26)]","[(16, 26)]"
2949be65e18f1f16ec01cca8b395f1b8,产品行为-召回-召回内容,1,"[(95, 108)]","[(95, 108)]"
2949be65e18f1f16ec01cca8b395f1b8,产品行为-召回-时间,0,"[(87, 89)]",[]
8556cf92f329fe7edd941576ce2fe4f1,产品行为-召回-时间,1,"[(105, 107)]","[(105, 107)]"
8556cf92f329fe7edd941576ce2fe4f1,产品行为-召回-召回方,1,"[(35, 46)]","[(35, 46)]"
8556cf92f329fe7edd941576ce2fe4f1,产品行为-召回-召回内容,1,"[(113, 143)]","[(113, 143)]"
bbcd98414cc06a2fc2c8a81327929d8d,产品行为-召回-召回方,1,"[(35, 48)]","[(35, 48)]"
bbcd98414cc06a2fc2c8a81327929d8d,产品行为-召回-召回内容,1,"[(98, 127)]","[(98, 128)]"
bbcd98414cc06a2fc2c8a81327929d8d,产品行为-召回-时间,1,"[(90, 92)]","[(90, 92)]"
e4e801318ba92705a54a49055f41b5f7,产品行为-召回-召回方,1,"[(24, 31)]","[(24, 31)]"
e4e801318ba92705a54a49055f41b5f7,产品行为-召回-召回内容,1,"[(37, 45)]","[(37, 45)]"
e4e801318ba92705a54a49055f41b5f7,产品行为-召回-时间,0,[],[]
5504403e4b54c7102ca7822c933f8bd2,产品行为-召回-召回方,1,"[(31, 32)]","[(31, 32)]"
5504403e4b54c7102ca7822c933f8bd2,产品行为-召回-召回内容,1,"[(19, 22)]","[(19, 22)]"
5504403e4b54c7102ca7822c933f8bd2,产品行为-召回-时间,0,[],[]
958456db4a49e4b478a4c3bf97993ab0,产品行为-召回-召回方,1,"[(37, 38)]","[(37, 38)]"
958456db4a49e4b478a4c3bf97993ab0,产品行为-召回-召回内容,1,[],"[(97, 98)]"
958456db4a49e4b478a4c3bf97993ab0,产品行为-召回-时间,0,[],[]
ee933c120e80d45ae4009db2f1b76a93,产品行为-召回-时间,1,[],"[(12, 17)]"
ee933c120e80d45ae4009db2f1b76a93,产品行为-召回-召回方,0,"[(56, 70)]",[]
ee933c120e80d45ae4009db2f1b76a93,产品行为-召回-召回内容,0,"[(74, 83)]",[]
797df2caf0a7b2e53bdc631250647045,产品行为-召回-召回方,1,"[(13, 14)]","[(13, 14)]"
797df2caf0a7b2e53bdc631250647045,产品行为-召回-召回内容,1,"[(27, 32)]","[(27, 32)]"
797df2caf0a7b2e53bdc631250647045,产品行为-召回-时间,0,[],[]
474cc742ad4d95463fc01381de1e2f54,产品行为-召回-召回方,1,"[(29, 47)]","[(29, 47)]"
474cc742ad4d95463fc01381de1e2f54,产品行为-召回-召回内容,1,"[(58, 64)]","[(58, 64)]"
474cc742ad4d95463fc01381de1e2f54,产品行为-召回-时间,0,[],[]
f5581c551e615528a3cbc8140d34f073,产品行为-召回-召回内容,1,"[(14, 20)]","[(14, 20)]"
f5581c551e615528a3cbc8140d34f073,产品行为-召回-召回方,0,[],[]
f5581c551e615528a3cbc8140d34f073,产品行为-召回-时间,0,[],[]
8e0111dde773d4042604509a9cea2b03,产品行为-召回-召回方,1,"[(23, 34)]","[(23, 34)]"
8e0111dde773d4042604509a9cea2b03,产品行为-召回-召回内容,1,"[(39, 44)]","[(39, 41)]"
8e0111dde773d4042604509a9cea2b03,产品行为-召回-时间,0,[],[]
ec9f40aee1453f414fb6356c5dcfed25,产品行为-召回-召回方,1,"[(13, 14)]","[(13, 14)]"
ec9f40aee1453f414fb6356c5dcfed25,产品行为-召回-召回内容,1,"[(18, 30)]","[(18, 30)]"
ec9f40aee1453f414fb6356c5dcfed25,产品行为-召回-时间,0,[],[]
c06db5a1f1e8519ad083d4a4569d69a7,产品行为-召回-召回方,1,"[(13, 15)]","[(13, 15)]"
c06db5a1f1e8519ad083d4a4569d69a7,产品行为-召回-召回内容,1,"[(18, 25)]","[(18, 25)]"
c06db5a1f1e8519ad083d4a4569d69a7,产品行为-召回-时间,0,[],[]
c51d930f9aa449f0651271791a7e8327,产品行为-召回-召回内容,1,"[(22, 25)]","[(22, 25)]"
c51d930f9aa449f0651271791a7e8327,产品行为-召回-召回方,0,"[(21, 22)]",[]
c51d930f9aa449f0651271791a7e8327,产品行为-召回-时间,0,[],[]
aedfe42d056157a2fc470d5fc84efce2,产品行为-召回-召回方,1,"[(32, 51)]","[(32, 51)]"
aedfe42d056157a2fc470d5fc84efce2,产品行为-召回-召回内容,1,"[(64, 93)]","[(64, 93)]"
aedfe42d056157a2fc470d5fc84efce2,产品行为-召回-时间,0,"[(51, 57)]",[]
8ba207d01df4acb93dbfdb7405a4bfcc,产品行为-召回-时间,1,"[(88, 90)]","[(87, 90)]"
8ba207d01df4acb93dbfdb7405a4bfcc,产品行为-召回-召回方,1,"[(16, 27)]","[(16, 27)]"
8ba207d01df4acb93dbfdb7405a4bfcc,产品行为-召回-召回内容,1,"[(96, 126)]","[(96, 127)]"
e9e235dea9c7d297978c2df50406e67e,产品行为-召回-召回方,1,"[(46, 57)]","[(46, 57)]"
e9e235dea9c7d297978c2df50406e67e,产品行为-召回-召回内容,1,"[(126, 161)]","[(126, 161)]"
e9e235dea9c7d297978c2df50406e67e,产品行为-召回-时间,1,"[(118, 120)]","[(118, 120)]"
29e691aaa2e5b9741403c6ed0891556b,产品行为-召回-召回方,1,"[(27, 27)]","[(27, 29)]"
29e691aaa2e5b9741403c6ed0891556b,产品行为-召回-召回内容,1,"[(14, 21)]","[(14, 21)]"
29e691aaa2e5b9741403c6ed0891556b,产品行为-召回-时间,0,[],[]
3c76ae7a9027abbedc4acfad18599b22,产品行为-召回-召回内容,1,"[(41, 49)]","[(41, 49)]"
3c76ae7a9027abbedc4acfad18599b22,产品行为-召回-召回方,0,"[(19, 24)]",[]
3c76ae7a9027abbedc4acfad18599b22,产品行为-召回-时间,0,"[(12, 16)]",[]
7a6528956e4d91002806e6d44ce0ca4e,产品行为-召回-召回方,1,"[(16, 29)]","[(16, 29)]"
7a6528956e4d91002806e6d44ce0ca4e,产品行为-召回-召回内容,1,"[(102, 137)]","[(102, 137)]"
7a6528956e4d91002806e6d44ce0ca4e,产品行为-召回-时间,1,"[(90, 96)]","[(90, 95)]"
5e05026513a62f66bd5dd2d254163859,产品行为-召回-时间,1,"[(67, 70)]","[(66, 71)]"
5e05026513a62f66bd5dd2d254163859,产品行为-召回-召回方,1,"[(16, 27)]","[(16, 27)]"
5e05026513a62f66bd5dd2d254163859,产品行为-召回-召回内容,1,"[(77, 108)]","[(77, 108)]"
a3c0e7d2f9053e256556fd555a70f5b8,产品行为-召回-召回方,1,[],"[(16, 17)]"
a3c0e7d2f9053e256556fd555a70f5b8,产品行为-召回-召回内容,1,"[(17, 23)]","[(17, 23)]"
a3c0e7d2f9053e256556fd555a70f5b8,产品行为-召回-时间,0,[],[]
5d9ccfcfc124c75a94576ff578fadd5e,产品行为-召回-召回内容,1,[],"[(14, 19)]"
5d9ccfcfc124c75a94576ff578fadd5e,产品行为-召回-召回方,0,"[(13, 16)]",[]
5d9ccfcfc124c75a94576ff578fadd5e,产品行为-召回-时间,0,[],[]
77fd8a5fdc6c08577ddbe5d7b5be8fb2,产品行为-召回-时间,1,"[(14, 18)]","[(14, 18)]"
77fd8a5fdc6c08577ddbe5d7b5be8fb2,产品行为-召回-召回方,1,[],"[(29, 30)]"
77fd8a5fdc6c08577ddbe5d7b5be8fb2,产品行为-召回-召回内容,1,"[(23, 28)]","[(24, 28)]"
417b82fad7c7328446d81bee9490a3f2,产品行为-召回-召回方,1,"[(13, 16)]","[(13, 16)]"
417b82fad7c7328446d81bee9490a3f2,产品行为-召回-召回内容,1,"[(20, 31)]","[(20, 31)]"
417b82fad7c7328446d81bee9490a3f2,产品行为-召回-时间,0,[],[]
15c2259a91cda674727da3016ebdb3f0,产品行为-召回-召回方,1,"[(13, 14)]","[(13, 14)]"
15c2259a91cda674727da3016ebdb3f0,产品行为-召回-召回内容,1,"[(19, 25)]","[(19, 25)]"
15c2259a91cda674727da3016ebdb3f0,产品行为-召回-时间,0,[],[]
0c48c3b3057d209d7c505a82c54b19fb,产品行为-召回-召回方,1,"[(13, 15)]","[(13, 15)]"
0c48c3b3057d209d7c505a82c54b19fb,产品行为-召回-召回内容,1,"[(19, 39)]","[(21, 39)]"
0c48c3b3057d209d7c505a82c54b19fb,产品行为-召回-时间,0,[],[]
ba28449591bc115c183428499f240ace,产品行为-召回-召回内容,1,"[(37, 42)]","[(39, 42)]"
ba28449591bc115c183428499f240ace,产品行为-召回-召回方,1,"[(30, 33)]","[(30, 33)]"
ba28449591bc115c183428499f240ace,产品行为-召回-时间,0,[],[]
499013d1c66acf59cd0366712d6c9578,产品行为-召回-召回方,1,"[(13, 14)]","[(13, 14)]"
499013d1c66acf59cd0366712d6c9578,产品行为-召回-召回内容,1,"[(18, 23)]","[(18, 23)]"
499013d1c66acf59cd0366712d6c9578,产品行为-召回-时间,0,[],[]
caf879a0cff178171ffd469ba77cc32d,产品行为-召回-召回方,1,"[(16, 25)]","[(16, 25)]"
caf879a0cff178171ffd469ba77cc32d,产品行为-召回-时间,1,[],"[(86, 91)]"
caf879a0cff178171ffd469ba77cc32d,产品行为-召回-召回内容,1,"[(97, 128)]","[(97, 128)]"
8e2a79d089c67d9d827903fc4f52d0d3,产品行为-召回-召回方,1,"[(33, 34)]","[(33, 34)]"
8e2a79d089c67d9d827903fc4f52d0d3,产品行为-召回-召回内容,1,"[(38, 43)]","[(39, 43)]"
8e2a79d089c67d9d827903fc4f52d0d3,产品行为-召回-时间,0,[],[]
5f2f8325d6073dc39b2e1414dbb6c6d1,产品行为-召回-召回方,1,"[(13, 16)]","[(13, 16)]"
5f2f8325d6073dc39b2e1414dbb6c6d1,产品行为-召回-召回内容,1,"[(20, 29)]","[(20, 29)]"
5f2f8325d6073dc39b2e1414dbb6c6d1,产品行为-召回-时间,0,[],[]
c1ac7ab0326b7e537ee72ed39d984fb1,产品行为-召回-召回内容,1,"[(20, 29)]","[(20, 29)]"
c1ac7ab0326b7e537ee72ed39d984fb1,产品行为-召回-召回方,0,[],[]
c1ac7ab0326b7e537ee72ed39d984fb1,产品行为-召回-时间,0,[],[]
001c19e84e08162612d3bef94819263e,产品行为-召回-召回方,1,"[(14, 17)]","[(14, 17)]"
001c19e84e08162612d3bef94819263e,产品行为-召回-召回内容,1,"[(21, 31)]","[(19, 31)]"
001c19e84e08162612d3bef94819263e,产品行为-召回-时间,0,[],[]
c97bd2be638014427ba0df9dfa437818,司法行为-约谈-约谈对象,1,"[(14, 18)]","[(14, 18)]"
c97bd2be638014427ba0df9dfa437818,司法行为-约谈-时间,0,[],[]
c97bd2be638014427ba0df9dfa437818,司法行为-约谈-约谈发起方,0,[],[]
1f0c3bef6e4d47bc28ad7cb3c54f4849,司法行为-约谈-时间,1,"[(110, 113)]","[(110, 113)]"
1f0c3bef6e4d47bc28ad7cb3c54f4849,司法行为-约谈-约谈发起方,1,"[(118, 121)]","[(118, 121)]"
1f0c3bef6e4d47bc28ad7cb3c54f4849,司法行为-约谈-约谈对象,1,"[(122, 135)]","[(122, 135)]"
c054494f29119a2991178ccf375a438a,司法行为-约谈-时间,1,"[(12, 15)]","[(12, 15)]"
c054494f29119a2991178ccf375a438a,司法行为-约谈-约谈发起方,1,"[(67, 80)]","[(67, 80)]"
c054494f29119a2991178ccf375a438a,司法行为-约谈-约谈对象,1,"[(81, 95)]","[(81, 95)]"
07b047997e648fc7ddc4148d42756271,司法行为-约谈-约谈发起方,1,"[(15, 17)]","[(15, 17)]"
07b047997e648fc7ddc4148d42756271,司法行为-约谈-约谈对象,1,"[(35, 36)]","[(35, 36)]"
07b047997e648fc7ddc4148d42756271,司法行为-约谈-时间,0,[],[]
8346c7061c7b235b751a53b04e255f51,司法行为-约谈-约谈发起方,1,"[(15, 20)]","[(15, 20)]"
8346c7061c7b235b751a53b04e255f51,司法行为-约谈-约谈对象,1,"[(22, 29)]","[(22, 29)]"
8346c7061c7b235b751a53b04e255f51,司法行为-约谈-时间,0,[],[]
5e61079d327a8f44418b0e3327b9d944,司法行为-约谈-约谈发起方,1,"[(15, 23)]","[(15, 23)]"
5e61079d327a8f44418b0e3327b9d944,司法行为-约谈-约谈对象,1,"[(25, 34)]","[(25, 34)]"
5e61079d327a8f44418b0e3327b9d944,司法行为-约谈-时间,0,[],[]
0dd1703d1f2dcee606af7bf6a47ae8e5,司法行为-约谈-约谈对象,1,"[(14, 18)]","[(14, 18)]"
0dd1703d1f2dcee606af7bf6a47ae8e5,司法行为-约谈-约谈发起方,1,"[(31, 32)]","[(31, 32)]"
0dd1703d1f2dcee606af7bf6a47ae8e5,交往-道歉-道歉者,1,[],"[(11, 15)]"
0dd1703d1f2dcee606af7bf6a47ae8e5,交往-道歉-道歉对象,0,[],[]
0dd1703d1f2dcee606af7bf6a47ae8e5,司法行为-约谈-时间,0,[],[]
0dd1703d1f2dcee606af7bf6a47ae8e5,交往-道歉-时间,0,[],[]
3cc31953741e6da281292f59954fb32f,司法行为-约谈-约谈发起方,1,"[(24, 26)]","[(24, 26)]"
3cc31953741e6da281292f59954fb32f,司法行为-约谈-约谈对象,1,"[(28, 31)]","[(28, 31)]"
3cc31953741e6da281292f59954fb32f,司法行为-约谈-时间,0,[],[]
