context_id,role,pred,gold
7a6528956e4d91002806e6d44ce0ca4e,产品行为-召回-召回内容,[],"[(102, 137)]"
7a6528956e4d91002806e6d44ce0ca4e,产品行为-召回-时间,"[(90, 95)]","[(90, 95)]"
5e05026513a62f66bd5dd2d254163859,产品行为-召回-召回方,"[(16, 27)]","[(16, 27)]"
5e05026513a62f66bd5dd2d254163859,产品行为-召回-召回内容,"[(77, 98)]","[(77, 108)]"
5e05026513a62f66bd5dd2d254163859,产品行为-召回-时间,[],"[(66, 71)]"
a3c0e7d2f9053e256556fd555a70f5b8,产品行为-召回-召回内容,"[(17, 19)]","[(17, 23)]"
5d9ccfcfc124c75a94576ff578fadd5e,产品行为-召回-召回方,"[(13, 16)]",[]
5d9ccfcfc124c75a94576ff578fadd5e,产品行为-召回-召回内容,[],"[(14, 19)]"
77fd8a5fdc6c08577ddbe5d7b5be8fb2,产品行为-召回-时间,"[(14, 18)]","[(14, 18)]"
77fd8a5fdc6c08577ddbe5d7b5be8fb2,产品行为-召回-召回方,"[(29, 30)]","[(29, 30)]"
77fd8a5fdc6c08577ddbe5d7b5be8fb2,产品行为-召回-召回内容,"[(23, 28)]","[(24, 28)]"
417b82fad7c7328446d81bee9490a3f2,产品行为-召回-召回方,"[(13, 16)]","[(13, 16)]"
417b82fad7c7328446d81bee9490a3f2,产品行为-召回-召回内容,"[(20, 31)]","[(20, 31)]"
15c2259a91cda674727da3016ebdb3f0,产品行为-召回-召回方,"[(13, 14)]","[(13, 14)]"
15c2259a91cda674727da3016ebdb3f0,产品行为-召回-召回内容,"[(19, 25)]","[(19, 25)]"
0c48c3b3057d209d7c505a82c54b19fb,产品行为-召回-召回方,"[(13, 15)]","[(13, 15)]"
0c48c3b3057d209d7c505a82c54b19fb,产品行为-召回-召回内容,"[(19, 39)]","[(21, 39)]"
ba28449591bc115c183428499f240ace,产品行为-召回-召回内容,"[(39, 42)]","[(39, 42)]"
ba28449591bc115c183428499f240ace,产品行为-召回-召回方,"[(30, 33)]","[(30, 33)]"
499013d1c66acf59cd0366712d6c9578,产品行为-召回-召回方,"[(13, 14)]","[(13, 14)]"
499013d1c66acf59cd0366712d6c9578,产品行为-召回-召回内容,"[(18, 23)]","[(18, 23)]"
caf879a0cff178171ffd469ba77cc32d,产品行为-召回-召回方,"[(16, 25)]","[(16, 25)]"
caf879a0cff178171ffd469ba77cc32d,产品行为-召回-召回内容,"[(97, 128)]","[(97, 128)]"
caf879a0cff178171ffd469ba77cc32d,产品行为-召回-时间,"[(86, 92)]","[(86, 91)]"
8e2a79d089c67d9d827903fc4f52d0d3,产品行为-召回-召回方,"[(33, 34)]","[(33, 34)]"
8e2a79d089c67d9d827903fc4f52d0d3,产品行为-召回-召回内容,"[(38, 43)]","[(39, 43)]"
5f2f8325d6073dc39b2e1414dbb6c6d1,产品行为-召回-召回方,"[(13, 16)]","[(13, 16)]"
5f2f8325d6073dc39b2e1414dbb6c6d1,产品行为-召回-召回内容,"[(20, 29)]","[(20, 29)]"
001c19e84e08162612d3bef94819263e,产品行为-召回-召回方,"[(14, 17)]","[(14, 17)]"
001c19e84e08162612d3bef94819263e,产品行为-召回-召回内容,"[(21, 31)]","[(19, 31)]"
c97bd2be638014427ba0df9dfa437818,司法行为-约谈-约谈对象,"[(14, 18)]","[(14, 18)]"
1f0c3bef6e4d47bc28ad7cb3c54f4849,司法行为-约谈-时间,"[(24, 25), (110, 113)]","[(110, 113)]"
1f0c3bef6e4d47bc28ad7cb3c54f4849,司法行为-约谈-约谈发起方,"[(118, 121)]","[(118, 121)]"
1f0c3bef6e4d47bc28ad7cb3c54f4849,司法行为-约谈-约谈对象,[],"[(122, 135)]"
c054494f29119a2991178ccf375a438a,司法行为-约谈-时间,"[(12, 15)]","[(12, 15)]"
c054494f29119a2991178ccf375a438a,司法行为-约谈-约谈发起方,"[(67, 80)]","[(67, 80)]"
c054494f29119a2991178ccf375a438a,司法行为-约谈-约谈对象,"[(81, 95)]","[(81, 95)]"
07b047997e648fc7ddc4148d42756271,司法行为-约谈-约谈发起方,"[(15, 17)]","[(15, 17)]"
07b047997e648fc7ddc4148d42756271,司法行为-约谈-约谈对象,"[(35, 36)]","[(35, 36)]"
8346c7061c7b235b751a53b04e255f51,司法行为-约谈-约谈发起方,"[(15, 20)]","[(15, 20)]"
8346c7061c7b235b751a53b04e255f51,司法行为-约谈-约谈对象,"[(22, 29)]","[(22, 29)]"
5e61079d327a8f44418b0e3327b9d944,司法行为-约谈-约谈发起方,"[(15, 23)]","[(15, 23)]"
5e61079d327a8f44418b0e3327b9d944,司法行为-约谈-约谈对象,"[(25, 34)]","[(25, 34)]"
0dd1703d1f2dcee606af7bf6a47ae8e5,司法行为-约谈-约谈对象,"[(14, 18)]","[(14, 18)]"
0dd1703d1f2dcee606af7bf6a47ae8e5,司法行为-约谈-约谈发起方,"[(31, 32)]","[(31, 32)]"
0dd1703d1f2dcee606af7bf6a47ae8e5,交往-道歉-道歉者,"[(11, 15)]","[(11, 15)]"
3cc31953741e6da281292f59954fb32f,司法行为-约谈-约谈发起方,"[(24, 26)]","[(24, 26)]"
3cc31953741e6da281292f59954fb32f,司法行为-约谈-约谈对象,"[(28, 31)]","[(28, 31)]"
76f77efc19e2567a6800727a203f37df,司法行为-约谈-约谈发起方,"[(101, 104)]","[(101, 104)]"
76f77efc19e2567a6800727a203f37df,司法行为-约谈-时间,"[(93, 96)]","[(93, 96)]"
76f77efc19e2567a6800727a203f37df,司法行为-约谈-约谈对象,"[(106, 127)]","[(106, 131)]"
8e2bf36e7601052afc9b1880547dd339,司法行为-约谈-时间,"[(12, 15)]","[(12, 15)]"
8e2bf36e7601052afc9b1880547dd339,司法行为-约谈-约谈对象,"[(37, 38)]","[(37, 38)]"
8e2bf36e7601052afc9b1880547dd339,司法行为-约谈-约谈发起方,"[(20, 25)]","[(20, 25)]"
a56599aeffb92fc321e683eae345335e,司法行为-约谈-约谈发起方,"[(15, 17)]","[(15, 17)]"
a56599aeffb92fc321e683eae345335e,司法行为-约谈-约谈对象,"[(37, 38)]","[(37, 38)]"
51737f6712bf9fca4cbeb62a4d439999,司法行为-约谈-时间,"[(78, 79)]","[(78, 79)]"
51737f6712bf9fca4cbeb62a4d439999,司法行为-约谈-约谈发起方,"[(76, 80)]","[(76, 80)]"
51737f6712bf9fca4cbeb62a4d439999,司法行为-约谈-约谈对象,[],"[(85, 88)]"
f1debab83e3b75ba8b4835dda075bec8,司法行为-约谈-时间,"[(24, 27)]","[(24, 27)]"
f1debab83e3b75ba8b4835dda075bec8,司法行为-约谈-约谈发起方,"[(32, 35)]","[(32, 35)]"
f1debab83e3b75ba8b4835dda075bec8,司法行为-约谈-约谈对象,"[(39, 67)]","[(39, 67)]"
3cc36fd4154308051b4c9705b183b269,司法行为-约谈-约谈对象,"[(14, 29)]","[(14, 29)]"
de12d5d16ec6b3905933ead4b7867baa,司法行为-约谈-约谈对象,[],"[(18, 36)]"
de12d5d16ec6b3905933ead4b7867baa,司法行为-约谈-约谈发起方,"[(15, 16)]",[]
da68151f2f82fdb810f33d2e2c4eedda,司法行为-约谈-时间,"[(12, 15)]","[(12, 15)]"
da68151f2f82fdb810f33d2e2c4eedda,司法行为-约谈-约谈对象,"[(30, 45)]","[(30, 72)]"
da68151f2f82fdb810f33d2e2c4eedda,司法行为-约谈-约谈发起方,"[(20, 28)]","[(20, 28)]"
49673e97369c01caec017c5e1ad4b8f5,司法行为-约谈-约谈发起方,"[(15, 19)]","[(15, 19)]"
49673e97369c01caec017c5e1ad4b8f5,司法行为-约谈-约谈对象,[],"[(23, 27)]"
bcc6b20986b6d181daac0bf2f8beac60,司法行为-约谈-约谈发起方,"[(22, 24)]","[(22, 24)]"
bcc6b20986b6d181daac0bf2f8beac60,司法行为-约谈-约谈对象,"[(26, 32)]","[(26, 32)]"
7305ad6eee461d15907b18c869609b63,司法行为-约谈-约谈发起方,"[(27, 32)]","[(27, 32)]"
089c5e5868195fde4fc77f0692dffa8c,司法行为-约谈-约谈发起方,"[(15, 21)]","[(15, 21)]"
089c5e5868195fde4fc77f0692dffa8c,司法行为-约谈-约谈对象,"[(23, 37)]","[(23, 37)]"
e1a36544a660b7445da6b668d443e58a,司法行为-约谈-时间,"[(12, 17)]","[(12, 15)]"
e1a36544a660b7445da6b668d443e58a,司法行为-约谈-约谈发起方,"[(22, 26)]","[(22, 26)]"
438e9f45a153cd6b61e0641d90f6ef47,司法行为-约谈-时间,"[(12, 19)]","[(12, 19)]"
438e9f45a153cd6b61e0641d90f6ef47,司法行为-约谈-约谈发起方,"[(24, 41)]","[(24, 41)]"
438e9f45a153cd6b61e0641d90f6ef47,司法行为-约谈-约谈对象,"[(53, 58)]","[(42, 58)]"
b1ee877278ee824b312f4f5cbcd15d7e,司法行为-约谈-约谈发起方,"[(31, 34)]","[(31, 34)]"
b1ee877278ee824b312f4f5cbcd15d7e,司法行为-约谈-约谈对象,"[(36, 41)]","[(36, 41)]"
e7dc23c7653822eb129431fa61056642,司法行为-约谈-约谈发起方,"[(36, 46)]","[(36, 46)]"
e7dc23c7653822eb129431fa61056642,司法行为-约谈-约谈对象,"[(48, 80)]","[(48, 80)]"
e7dc23c7653822eb129431fa61056642,司法行为-约谈-时间,"[(30, 31)]","[(30, 31)]"
329e9b6cab90c36958669e3a340d1fc9,司法行为-约谈-时间,"[(12, 17)]","[(12, 17)]"
329e9b6cab90c36958669e3a340d1fc9,司法行为-约谈-约谈发起方,"[(22, 28), (31, 34)]","[(22, 34)]"
329e9b6cab90c36958669e3a340d1fc9,司法行为-约谈-约谈对象,"[(56, 50)]","[(56, 88)]"
3a6650e6c853f3ba14e82dc694eec089,司法行为-约谈-约谈对象,"[(23, 34)]","[(23, 34)]"
4a7d3d231e76e4dbe26b291ed774e42c,司法行为-约谈-约谈发起方,"[(15, 17)]","[(15, 17)]"
4a7d3d231e76e4dbe26b291ed774e42c,司法行为-约谈-约谈对象,"[(35, 36)]","[(35, 36)]"
e5571a7c6aba837281bb93d2dd3a4030,司法行为-约谈-时间,"[(31, 34)]","[(31, 34)]"
e5571a7c6aba837281bb93d2dd3a4030,司法行为-约谈-约谈发起方,"[(39, 52)]","[(39, 52)]"
e5571a7c6aba837281bb93d2dd3a4030,司法行为-约谈-约谈对象,"[(66, 97)]","[(66, 97)]"
45a963ee1f937be60df03e9a78e77624,司法行为-约谈-约谈对象,"[(22, 26)]","[(22, 26)]"
45a963ee1f937be60df03e9a78e77624,司法行为-约谈-约谈发起方,[],[]
1c552ecd7585fd8c17e1683696f506b5,司法行为-约谈-约谈对象,"[(48, 55)]","[(48, 55)]"
1c552ecd7585fd8c17e1683696f506b5,司法行为-约谈-时间,"[(12, 13)]",[]
1c552ecd7585fd8c17e1683696f506b5,司法行为-约谈-约谈发起方,"[(23, 28)]",[]
0720b4671e8d05dedf7371c17d2a6c4d,司法行为-约谈-时间,"[(12, 78)]","[(12, 15)]"
0720b4671e8d05dedf7371c17d2a6c4d,司法行为-约谈-约谈发起方,"[(20, 23)]","[(20, 23)]"
0720b4671e8d05dedf7371c17d2a6c4d,司法行为-约谈-约谈对象,[],"[(48, 72)]"
71b410fe072951d8084b7ce097266949,交往-感谢-致谢人,[],"[(11, 14)]"
71b410fe072951d8084b7ce097266949,交往-感谢-被感谢人,"[(12, 15)]",[]
a7e8ede4392b6d47e6578e31846632bc,交往-感谢-被感谢人,[],"[(42, 45)]"
a7e8ede4392b6d47e6578e31846632bc,交往-感谢-时间,"[(29, 30)]","[(29, 30)]"
a7e8ede4392b6d47e6578e31846632bc,交往-感谢-致谢人,[],"[(11, 29)]"
95f1b433c7e8aad1825bdc7242fe988c,交往-感谢-致谢人,"[(11, 12)]","[(11, 12)]"
95f1b433c7e8aad1825bdc7242fe988c,交往-感谢-被感谢人,"[(16, 18)]","[(16, 18)]"
9529dfdca0c874cab3f818bdf3381603,交往-感谢-时间,"[(10, 15)]","[(10, 15)]"
9529dfdca0c874cab3f818bdf3381603,交往-感谢-致谢人,[],"[(18, 30)]"
9529dfdca0c874cab3f818bdf3381603,交往-感谢-被感谢人,[],[]
df8a81464d05f973b12d04b496a6f654,交往-感谢-时间,"[(37, 40)]","[(37, 40)]"
df8a81464d05f973b12d04b496a6f654,交往-感谢-被感谢人,[],"[(84, 87)]"
9b2297810b135e348c9a98318bcc5e2d,交往-感谢-时间,"[(12, 15)]","[(12, 15)]"
9b2297810b135e348c9a98318bcc5e2d,交往-感谢-致谢人,"[(11, 12)]","[(11, 12)]"
9b2297810b135e348c9a98318bcc5e2d,交往-感谢-被感谢人,[],[]
32dd83d8d7152342408df1f1dab30a46,交往-感谢-时间,"[(10, 13)]","[(10, 13)]"
32dd83d8d7152342408df1f1dab30a46,交往-感谢-致谢人,[],"[(25, 39)]"
32dd83d8d7152342408df1f1dab30a46,交往-感谢-被感谢人,"[(44, 47)]","[(44, 47)]"
4ed551b951f0fa539d9e924f5b84e450,财经/交易-降息-降息机构,"[(19, 21)]","[(15, 16)]"
4ed551b951f0fa539d9e924f5b84e450,财经/交易-降息-降息幅度,"[(36, 38)]","[(36, 38)]"
4ed551b951f0fa539d9e924f5b84e450,财经/交易-降息-时间,[],"[(20, 21)]"
2b30e9edfae8d5adbcb5265d2c48087d,财经/交易-降息-时间,"[(13, 20)]","[(13, 20)]"
2b30e9edfae8d5adbcb5265d2c48087d,财经/交易-降息-降息机构,"[(24, 32), (65, 67)]","[(24, 32)]"
2b30e9edfae8d5adbcb5265d2c48087d,财经/交易-降息-降息幅度,[],"[(49, 52)]"
5dc0e5d28fa17829a99da3c40d43753a,财经/交易-降息-降息机构,"[(15, 17)]","[(15, 17)]"
7293de425b3495a6034fb0aa45106a92,财经/交易-降息-时间,"[(16, 18)]","[(16, 18)]"
7293de425b3495a6034fb0aa45106a92,财经/交易-降息-降息机构,"[(15, 17)]","[(15, 17)]"
7293de425b3495a6034fb0aa45106a92,财经/交易-降息-降息幅度,"[(23, 26)]","[(23, 26)]"
5cce7ae6293790eeae8d61be0a42c922,灾害/意外-爆炸-死亡人数,"[(29, 30)]","[(29, 32)]"
7344fe40463feeccd6374a6961501e98,灾害/意外-爆炸-地点,"[(13, 23)]","[(13, 23)]"
7344fe40463feeccd6374a6961501e98,灾害/意外-爆炸-受伤人数,"[(30, 33)]","[(32, 33)]"
50403703ad8f1c80b14055b7c71a95e6,灾害/意外-爆炸-地点,"[(13, 15)]","[(13, 17)]"
50403703ad8f1c80b14055b7c71a95e6,灾害/意外-袭击-地点,"[(13, 17)]",[]
50403703ad8f1c80b14055b7c71a95e6,灾害/意外-袭击-袭击者,"[(24, 26)]","[(24, 26)]"
4d75053c04416d4f13f6e7ed4f9b8595,灾害/意外-爆炸-地点,"[(37, 56)]","[(37, 56)]"
4d75053c04416d4f13f6e7ed4f9b8595,灾害/意外-爆炸-死亡人数,"[(66, 67)]","[(66, 67)]"
4d75053c04416d4f13f6e7ed4f9b8595,人生-死亡-地点,"[(34, 53)]","[(34, 53)]"
4d75053c04416d4f13f6e7ed4f9b8595,人生-失联-地点,"[(34, 53)]","[(34, 53)]"
4d75053c04416d4f13f6e7ed4f9b8595,灾害/意外-爆炸-受伤人数,"[(78, 79)]","[(71, 72)]"
4d75053c04416d4f13f6e7ed4f9b8595,人生-死亡-时间,[],[]
4d75053c04416d4f13f6e7ed4f9b8595,灾害/意外-爆炸-时间,[],[]
286d3792c51091882c686670b18f14ed,灾害/意外-爆炸-地点,"[(31, 42)]","[(31, 42)]"
286d3792c51091882c686670b18f14ed,灾害/意外-爆炸-受伤人数,"[(58, 59)]","[(58, 59)]"
