nohup: ignoring input
Start training.
weight:  tensor([ 1.,  0., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50.,
        50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50.],
       device='cuda:0')
4 GPUs are available. Let's use them.
--------------- The 1-th fold as the validation set... ---------------
Preprocessing dataset...
Data length:  9567
Role: precision, recall, and f1: 0.337, 0.429, 0.377
Epoch id: 66, Training steps: 250, Loss: 0.591706
Epoch id: 66, Training steps: 500, Loss: 0.177762
Epoch id: 66, Training steps: 750, Loss: 0.017593
Epoch id: 66, Training steps: 1000, Loss: 0.911383
Epoch id: 67, Training steps: 250, Loss: 0.254240
Epoch id: 67, Training steps: 500, Loss: 0.833739
Epoch id: 67, Training steps: 750, Loss: 0.552849
Epoch id: 67, Training steps: 1000, Loss: 0.802132
Epoch id: 68, Training steps: 250, Loss: 1.038892
Epoch id: 68, Training steps: 500, Loss: 0.306753
Epoch id: 68, Training steps: 750, Loss: 0.906080
Epoch id: 68, Training steps: 1000, Loss: 0.338500
Epoch id: 69, Training steps: 250, Loss: 3.955827
Epoch id: 69, Training steps: 500, Loss: 0.128437
Epoch id: 69, Training steps: 750, Loss: 0.618438
Epoch id: 69, Training steps: 1000, Loss: 0.902307
Epoch id: 70, Training steps: 250, Loss: 0.143111
Epoch id: 70, Training steps: 500, Loss: 1.112448
Epoch id: 70, Training steps: 750, Loss: 0.733947
Epoch id: 70, Training steps: 1000, Loss: 0.771505
Event: total_right, total_predict, predict_right: 2452, 3475, 1791
Event: precision, recall, and f1: 0.515, 0.730, 0.604
Role: total_right, total_predict, predict_right: 5272, 6863, 2254
Role: precision, recall, and f1: 0.328, 0.428, 0.371
Epoch id: 71, Training steps: 250, Loss: 0.535366
Epoch id: 71, Training steps: 500, Loss: 0.598092
Epoch id: 71, Training steps: 750, Loss: 1.809973
Epoch id: 71, Training steps: 1000, Loss: 0.203840
Epoch id: 72, Training steps: 250, Loss: 0.018439
Epoch id: 72, Training steps: 500, Loss: 0.851007
Epoch id: 72, Training steps: 750, Loss: 0.561340
Epoch id: 72, Training steps: 1000, Loss: 0.270860
Epoch id: 73, Training steps: 250, Loss: 0.239234
Epoch id: 73, Training steps: 500, Loss: 0.252016
Epoch id: 73, Training steps: 750, Loss: 2.807111
Epoch id: 73, Training steps: 1000, Loss: 0.033601
Epoch id: 74, Training steps: 250, Loss: 0.364793
Epoch id: 74, Training steps: 500, Loss: 0.152156
Epoch id: 74, Training steps: 750, Loss: 0.256705
Epoch id: 74, Training steps: 1000, Loss: 0.322248
Epoch id: 75, Training steps: 250, Loss: 0.164334
Epoch id: 75, Training steps: 500, Loss: 0.422252
Epoch id: 75, Training steps: 750, Loss: 0.204124
Epoch id: 75, Training steps: 1000, Loss: 0.063959
Event: total_right, total_predict, predict_right: 2452, 3527, 1817
Event: precision, recall, and f1: 0.515, 0.741, 0.608
Role: total_right, total_predict, predict_right: 5272, 6612, 2288
Role: precision, recall, and f1: 0.346, 0.434, 0.385
Epoch id: 76, Training steps: 250, Loss: 0.195147
Epoch id: 76, Training steps: 500, Loss: 0.587946
Epoch id: 76, Training steps: 750, Loss: 0.180825
Epoch id: 76, Training steps: 1000, Loss: 1.045472
Epoch id: 77, Training steps: 250, Loss: 0.546846
Epoch id: 77, Training steps: 500, Loss: 0.074214
Epoch id: 77, Training steps: 750, Loss: 0.071223
Epoch id: 77, Training steps: 1000, Loss: 0.506759
Epoch id: 78, Training steps: 250, Loss: 0.085495
Epoch id: 78, Training steps: 500, Loss: 0.405129
Epoch id: 78, Training steps: 750, Loss: 0.200947
Epoch id: 78, Training steps: 1000, Loss: 0.075710
Epoch id: 79, Training steps: 250, Loss: 0.084658
Epoch id: 79, Training steps: 500, Loss: 0.149481
Epoch id: 79, Training steps: 750, Loss: 0.782397
Epoch id: 79, Training steps: 1000, Loss: 0.517349
Epoch id: 80, Training steps: 250, Loss: 0.252684
Epoch id: 80, Training steps: 500, Loss: 1.020694
Epoch id: 80, Training steps: 750, Loss: 0.252913
Epoch id: 80, Training steps: 1000, Loss: 0.039495
Event: total_right, total_predict, predict_right: 2452, 3101, 1809
Event: precision, recall, and f1: 0.583, 0.738, 0.652
Role: total_right, total_predict, predict_right: 5272, 6099, 2313
Role: precision, recall, and f1: 0.379, 0.439, 0.407
Epoch id: 81, Training steps: 250, Loss: 0.338322
Epoch id: 81, Training steps: 500, Loss: 0.386793
Epoch id: 81, Training steps: 750, Loss: 0.635802
Epoch id: 81, Training steps: 1000, Loss: 0.276314
Epoch id: 82, Training steps: 250, Loss: 0.710019
Epoch id: 82, Training steps: 500, Loss: 0.340057
Epoch id: 82, Training steps: 750, Loss: 1.269098
Epoch id: 82, Training steps: 1000, Loss: 0.449843
Epoch id: 83, Training steps: 250, Loss: 0.218397
Epoch id: 83, Training steps: 500, Loss: 0.101960
Epoch id: 83, Training steps: 750, Loss: 0.175059
Epoch id: 83, Training steps: 1000, Loss: 0.679746
Epoch id: 84, Training steps: 250, Loss: 0.116157
Epoch id: 84, Training steps: 500, Loss: 0.446742
Epoch id: 84, Training steps: 750, Loss: 0.601533
Epoch id: 84, Training steps: 1000, Loss: 0.092750
Epoch id: 85, Training steps: 250, Loss: 0.209489
Epoch id: 85, Training steps: 500, Loss: 0.309186
Epoch id: 85, Training steps: 750, Loss: 0.111381
Epoch id: 85, Training steps: 1000, Loss: 0.099842
Event: total_right, total_predict, predict_right: 2452, 3146, 1838
Event: precision, recall, and f1: 0.584, 0.750, 0.657
Role: total_right, total_predict, predict_right: 5272, 6221, 2272
Role: precision, recall, and f1: 0.365, 0.431, 0.395
Epoch id: 86, Training steps: 250, Loss: 0.046108
Epoch id: 86, Training steps: 500, Loss: 0.060554
Epoch id: 86, Training steps: 750, Loss: 0.316985
Epoch id: 86, Training steps: 1000, Loss: 4.976384
Epoch id: 87, Training steps: 250, Loss: 0.198970
Epoch id: 87, Training steps: 500, Loss: 0.028292
Epoch id: 87, Training steps: 750, Loss: 1.110820
Epoch id: 87, Training steps: 1000, Loss: 0.047713
Epoch id: 88, Training steps: 250, Loss: 0.014831
Epoch id: 88, Training steps: 500, Loss: 0.105124
Epoch id: 88, Training steps: 750, Loss: 0.378765
Epoch id: 88, Training steps: 1000, Loss: 0.072840
Epoch id: 89, Training steps: 250, Loss: 0.290650
Epoch id: 89, Training steps: 500, Loss: 0.183396
Epoch id: 89, Training steps: 750, Loss: 0.030206
Epoch id: 89, Training steps: 1000, Loss: 0.060963
Epoch id: 90, Training steps: 250, Loss: 0.330865
Epoch id: 90, Training steps: 500, Loss: 0.650842
Epoch id: 90, Training steps: 750, Loss: 0.068277
Epoch id: 90, Training steps: 1000, Loss: 0.082395
Event: total_right, total_predict, predict_right: 2452, 3010, 1812
Event: precision, recall, and f1: 0.602, 0.739, 0.663
Role: total_right, total_predict, predict_right: 5272, 5866, 2260
Role: precision, recall, and f1: 0.385, 0.429, 0.406
Epoch id: 91, Training steps: 250, Loss: 0.134483
Epoch id: 91, Training steps: 500, Loss: 0.731546
Epoch id: 91, Training steps: 750, Loss: 0.020650
Epoch id: 91, Training steps: 1000, Loss: 0.041775
Epoch id: 92, Training steps: 250, Loss: 0.050838
Epoch id: 92, Training steps: 500, Loss: 0.048193
Epoch id: 92, Training steps: 750, Loss: 0.034468
Epoch id: 92, Training steps: 1000, Loss: 0.070315
Epoch id: 93, Training steps: 250, Loss: 0.185086
Epoch id: 93, Training steps: 500, Loss: 0.072103
Epoch id: 93, Training steps: 750, Loss: 0.236438
Epoch id: 93, Training steps: 1000, Loss: 0.068764
Epoch id: 94, Training steps: 250, Loss: 0.232909
Epoch id: 94, Training steps: 500, Loss: 0.021796
Epoch id: 94, Training steps: 750, Loss: 0.181927
Epoch id: 94, Training steps: 1000, Loss: 0.105618
Epoch id: 95, Training steps: 250, Loss: 0.256502
Epoch id: 95, Training steps: 500, Loss: 0.102312
Epoch id: 95, Training steps: 750, Loss: 0.024102
Epoch id: 95, Training steps: 1000, Loss: 0.085206
Event: total_right, total_predict, predict_right: 2452, 2981, 1795
Event: precision, recall, and f1: 0.602, 0.732, 0.661
Role: total_right, total_predict, predict_right: 5272, 5567, 2268
Role: precision, recall, and f1: 0.407, 0.430, 0.418
Epoch id: 96, Training steps: 250, Loss: 0.024805
Epoch id: 96, Training steps: 500, Loss: 0.019083
Epoch id: 96, Training steps: 750, Loss: 0.031868
Epoch id: 96, Training steps: 1000, Loss: 0.005933
Epoch id: 97, Training steps: 250, Loss: 0.723093
Epoch id: 97, Training steps: 500, Loss: 0.047179
Epoch id: 97, Training steps: 750, Loss: 0.075043
Epoch id: 97, Training steps: 1000, Loss: 0.060666
Epoch id: 98, Training steps: 250, Loss: 0.174770
Epoch id: 98, Training steps: 500, Loss: 0.013760
Epoch id: 98, Training steps: 750, Loss: 0.193258
Epoch id: 98, Training steps: 1000, Loss: 0.082897
Epoch id: 99, Training steps: 250, Loss: 0.034146
Epoch id: 99, Training steps: 500, Loss: 0.386431
Epoch id: 99, Training steps: 750, Loss: 0.019624
Epoch id: 99, Training steps: 1000, Loss: 0.033461
Epoch id: 100, Training steps: 250, Loss: 0.083733
Epoch id: 100, Training steps: 500, Loss: 0.039233
Epoch id: 100, Training steps: 750, Loss: 0.023468
Epoch id: 100, Training steps: 1000, Loss: 0.135924
Event: total_right, total_predict, predict_right: 2452, 2938, 1795
Event: precision, recall, and f1: 0.611, 0.732, 0.666
Role: total_right, total_predict, predict_right: 5272, 5568, 2268
Role: precision, recall, and f1: 0.407, 0.430, 0.418
Start evaluation.
Preprocessing dataset...
Event: total_right, total_predict, predict_right: 1598, 1771, 1462
Event: precision, recall, and f1: 0.826, 0.915, 0.868
Role: total_right, total_predict, predict_right: 3460, 4005, 2312
Role: precision, recall, and f1: 0.577, 0.668, 0.619
weight:  tensor([ 1.,  0., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50.,
        50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50.],
       device='cuda:0')
4 GPUs are available. Let's use them.
--------------- The 2-th fold as the validation set... ---------------
Epoch id: 1, Training steps: 250, Loss: 906.585144
Epoch id: 1, Training steps: 500, Loss: 241.053787
Epoch id: 1, Training steps: 750, Loss: 372.625702
Epoch id: 1, Training steps: 1000, Loss: 150.045624
