nohup: ignoring input
Start training.
--------------- The 1-th fold as the validation set... ---------------
Cascade_Binary: Preprocessing dataset...
Data length:  11314
Epoch id: 21, Training steps: 500, Loss: 41.678349
Epoch id: 21, Training steps: 750, Loss: 77.501877
Epoch id: 21, Training steps: 1000, Loss: 46.976883
Epoch id: 21, Training steps: 1250, Loss: 66.057388
Epoch id: 22, Training steps: 250, Loss: 49.541622
Epoch id: 22, Training steps: 500, Loss: 64.097015
Epoch id: 22, Training steps: 750, Loss: 65.679932
Epoch id: 22, Training steps: 1000, Loss: 61.814926
Epoch id: 22, Training steps: 1250, Loss: 69.186417
Epoch id: 23, Training steps: 250, Loss: 60.257774
Epoch id: 23, Training steps: 500, Loss: 59.929482
Epoch id: 23, Training steps: 750, Loss: 55.995728
Epoch id: 23, Training steps: 1000, Loss: 65.880653
Epoch id: 23, Training steps: 1250, Loss: 49.385368
Epoch id: 24, Training steps: 250, Loss: 62.897331
Epoch id: 24, Training steps: 500, Loss: 47.728142
Epoch id: 24, Training steps: 750, Loss: 64.948891
Epoch id: 24, Training steps: 1000, Loss: 51.588196
Epoch id: 24, Training steps: 1250, Loss: 49.140408
Epoch id: 25, Training steps: 250, Loss: 72.754684
Epoch id: 25, Training steps: 500, Loss: 58.396229
Epoch id: 25, Training steps: 750, Loss: 55.019508
Epoch id: 25, Training steps: 1000, Loss: 65.338028
Epoch id: 25, Training steps: 1250, Loss: 35.403259
Event: total_right, total_predict, predict_right: 5002, 2209, 137
Event: precision, recall, and f1: 0.062, 0.027, 0.038
Role: total_right, total_predict, predict_right: 5354, 34140, 6
Role: precision, recall, and f1: 0.000, 0.001, 0.000
Epoch id: 26, Training steps: 250, Loss: 69.252777
Epoch id: 26, Training steps: 500, Loss: 89.962456
Epoch id: 26, Training steps: 750, Loss: 61.400177
Epoch id: 26, Training steps: 1000, Loss: 43.153130
Epoch id: 26, Training steps: 1250, Loss: 66.451340
Epoch id: 27, Training steps: 250, Loss: 49.015324
Epoch id: 27, Training steps: 500, Loss: 47.442673
Epoch id: 27, Training steps: 750, Loss: 51.685020
Epoch id: 27, Training steps: 1000, Loss: 79.274612
Epoch id: 27, Training steps: 1250, Loss: 75.326775
Epoch id: 28, Training steps: 250, Loss: 59.087540
Epoch id: 28, Training steps: 500, Loss: 52.183899
Epoch id: 28, Training steps: 750, Loss: 49.368980
Epoch id: 28, Training steps: 1000, Loss: 34.552170
Epoch id: 28, Training steps: 1250, Loss: 70.043228
Epoch id: 29, Training steps: 250, Loss: 43.397900
Epoch id: 29, Training steps: 500, Loss: 59.878578
Epoch id: 29, Training steps: 750, Loss: 34.098404
Epoch id: 29, Training steps: 1000, Loss: 75.823517
Epoch id: 29, Training steps: 1250, Loss: 138.816498
Epoch id: 30, Training steps: 250, Loss: 69.399940
Epoch id: 30, Training steps: 500, Loss: 82.857437
Epoch id: 30, Training steps: 750, Loss: 59.428017
Epoch id: 30, Training steps: 1000, Loss: 61.797424
Epoch id: 30, Training steps: 1250, Loss: 33.020882
Event: total_right, total_predict, predict_right: 5002, 5201, 327
Event: precision, recall, and f1: 0.063, 0.065, 0.064
Role: total_right, total_predict, predict_right: 5354, 89903, 13
Role: precision, recall, and f1: 0.000, 0.002, 0.000
Epoch id: 31, Training steps: 250, Loss: 71.956276
Epoch id: 31, Training steps: 500, Loss: 59.832134
Epoch id: 31, Training steps: 750, Loss: 66.649719
Epoch id: 31, Training steps: 1000, Loss: 66.440735
Epoch id: 31, Training steps: 1250, Loss: 52.984043
Epoch id: 32, Training steps: 250, Loss: 65.546417
Epoch id: 32, Training steps: 500, Loss: 69.644760
Epoch id: 32, Training steps: 750, Loss: 39.868595
Epoch id: 32, Training steps: 1000, Loss: 44.353325
Epoch id: 32, Training steps: 1250, Loss: 46.587074
Epoch id: 33, Training steps: 250, Loss: 61.779053
Epoch id: 33, Training steps: 500, Loss: 59.519600
Epoch id: 33, Training steps: 750, Loss: 61.334633
Epoch id: 33, Training steps: 1000, Loss: 55.870667
Epoch id: 33, Training steps: 1250, Loss: 51.568565
Epoch id: 34, Training steps: 250, Loss: 45.095417
Epoch id: 34, Training steps: 500, Loss: 57.773438
Epoch id: 34, Training steps: 750, Loss: 84.049690
Epoch id: 34, Training steps: 1000, Loss: 44.638931
Epoch id: 34, Training steps: 1250, Loss: 50.084545
Epoch id: 35, Training steps: 250, Loss: 45.272926
Epoch id: 35, Training steps: 500, Loss: 50.244881
Epoch id: 35, Training steps: 750, Loss: 69.347610
Epoch id: 35, Training steps: 1000, Loss: 69.070190
Epoch id: 35, Training steps: 1250, Loss: 64.780945
Event: total_right, total_predict, predict_right: 5002, 2236, 179
Event: precision, recall, and f1: 0.080, 0.036, 0.049
Role: total_right, total_predict, predict_right: 5354, 78518, 2
Role: precision, recall, and f1: 0.000, 0.000, 0.000
Epoch id: 36, Training steps: 250, Loss: 37.934006
Epoch id: 36, Training steps: 500, Loss: 42.798409
Epoch id: 36, Training steps: 750, Loss: 73.475563
Epoch id: 36, Training steps: 1000, Loss: 54.127159
Epoch id: 36, Training steps: 1250, Loss: 92.417366
Epoch id: 37, Training steps: 250, Loss: 62.929111
Epoch id: 37, Training steps: 500, Loss: 44.989380
Epoch id: 37, Training steps: 750, Loss: 69.080856
Epoch id: 37, Training steps: 1000, Loss: 56.013710
Epoch id: 37, Training steps: 1250, Loss: 71.947083
Epoch id: 38, Training steps: 250, Loss: 55.686287
Epoch id: 38, Training steps: 500, Loss: 52.180458
Epoch id: 38, Training steps: 750, Loss: 54.338982
Epoch id: 38, Training steps: 1000, Loss: 70.585678
Epoch id: 38, Training steps: 1250, Loss: 66.634064
Epoch id: 39, Training steps: 250, Loss: 59.494316
Epoch id: 39, Training steps: 500, Loss: 64.735184
Epoch id: 39, Training steps: 750, Loss: 76.147675
Epoch id: 39, Training steps: 1000, Loss: 73.486115
Epoch id: 39, Training steps: 1250, Loss: 186.797516
Epoch id: 40, Training steps: 250, Loss: 76.006668
Epoch id: 40, Training steps: 500, Loss: 45.770134
Epoch id: 40, Training steps: 750, Loss: 58.070381
Epoch id: 40, Training steps: 1000, Loss: 74.521584
Epoch id: 40, Training steps: 1250, Loss: 117.271446
Event: total_right, total_predict, predict_right: 5002, 3526, 225
Event: precision, recall, and f1: 0.064, 0.045, 0.053
Role: total_right, total_predict, predict_right: 5354, 66095, 4
Role: precision, recall, and f1: 0.000, 0.001, 0.000
Epoch id: 41, Training steps: 250, Loss: 43.076733
Epoch id: 41, Training steps: 500, Loss: 50.748138
Epoch id: 41, Training steps: 750, Loss: 57.633492
Epoch id: 41, Training steps: 1000, Loss: 52.755928
Epoch id: 41, Training steps: 1250, Loss: 88.359634
Epoch id: 42, Training steps: 250, Loss: 99.956398
Epoch id: 42, Training steps: 500, Loss: 76.670212
Epoch id: 42, Training steps: 750, Loss: 50.274223
Epoch id: 42, Training steps: 1000, Loss: 50.183212
Epoch id: 42, Training steps: 1250, Loss: 62.938698
Epoch id: 43, Training steps: 250, Loss: 59.135376
Epoch id: 43, Training steps: 500, Loss: 54.766911
Epoch id: 43, Training steps: 750, Loss: 49.691868
Epoch id: 43, Training steps: 1000, Loss: 55.654247
Epoch id: 43, Training steps: 1250, Loss: 48.430878
Epoch id: 44, Training steps: 250, Loss: 50.845459
Epoch id: 44, Training steps: 500, Loss: 73.276886
Epoch id: 44, Training steps: 750, Loss: 74.963287
Epoch id: 44, Training steps: 1000, Loss: 48.452190
Epoch id: 44, Training steps: 1250, Loss: 47.945595
Epoch id: 45, Training steps: 250, Loss: 65.593582
Epoch id: 45, Training steps: 500, Loss: 78.391052
Epoch id: 45, Training steps: 750, Loss: 66.229324
Epoch id: 45, Training steps: 1000, Loss: 59.194084
Epoch id: 45, Training steps: 1250, Loss: 74.398438
Event: total_right, total_predict, predict_right: 5002, 4382, 326
Event: precision, recall, and f1: 0.074, 0.065, 0.069
Role: total_right, total_predict, predict_right: 5354, 91181, 7
Role: precision, recall, and f1: 0.000, 0.001, 0.000
Epoch id: 46, Training steps: 250, Loss: 56.387249
Epoch id: 46, Training steps: 500, Loss: 89.344025
Epoch id: 46, Training steps: 750, Loss: 68.692032
Epoch id: 46, Training steps: 1000, Loss: 59.211273
Epoch id: 46, Training steps: 1250, Loss: 60.036552
Epoch id: 47, Training steps: 250, Loss: 75.524849
Epoch id: 47, Training steps: 500, Loss: 85.783371
Epoch id: 47, Training steps: 750, Loss: 39.346542
Epoch id: 47, Training steps: 1000, Loss: 61.897106
Epoch id: 47, Training steps: 1250, Loss: 53.509293
Epoch id: 48, Training steps: 250, Loss: 59.861588
Epoch id: 48, Training steps: 500, Loss: 65.509247
Epoch id: 48, Training steps: 750, Loss: 61.627144
Epoch id: 48, Training steps: 1000, Loss: 106.222137
Epoch id: 48, Training steps: 1250, Loss: 66.751320
Epoch id: 49, Training steps: 250, Loss: 63.344704
Epoch id: 49, Training steps: 500, Loss: 48.931339
Epoch id: 49, Training steps: 750, Loss: 69.550888
Epoch id: 49, Training steps: 1000, Loss: 71.834808
Epoch id: 49, Training steps: 1250, Loss: 125.900085
Epoch id: 50, Training steps: 250, Loss: 68.432114
Epoch id: 50, Training steps: 500, Loss: 54.895271
Epoch id: 50, Training steps: 750, Loss: 51.740868
Epoch id: 50, Training steps: 1000, Loss: 57.898735
Epoch id: 50, Training steps: 1250, Loss: 64.174103
Event: total_right, total_predict, predict_right: 5002, 5001, 345
Event: precision, recall, and f1: 0.069, 0.069, 0.069
Role: total_right, total_predict, predict_right: 5354, 124958, 9
Role: precision, recall, and f1: 0.000, 0.002, 0.000
Epoch id: 51, Training steps: 250, Loss: 56.356602
Epoch id: 51, Training steps: 500, Loss: 66.876167
Epoch id: 51, Training steps: 750, Loss: 57.566601
Epoch id: 51, Training steps: 1000, Loss: 109.771927
Epoch id: 51, Training steps: 1250, Loss: 77.611855
Epoch id: 52, Training steps: 250, Loss: 70.387741
Epoch id: 52, Training steps: 500, Loss: 70.851295
Epoch id: 52, Training steps: 750, Loss: 44.700233
Epoch id: 52, Training steps: 1000, Loss: 48.248322
Epoch id: 52, Training steps: 1250, Loss: 43.841110
Epoch id: 53, Training steps: 250, Loss: 109.957611
Epoch id: 53, Training steps: 500, Loss: 107.558273
Epoch id: 53, Training steps: 750, Loss: 72.461960
Epoch id: 53, Training steps: 1000, Loss: 58.581673
Epoch id: 53, Training steps: 1250, Loss: 67.719925
Epoch id: 54, Training steps: 250, Loss: 34.625771
Epoch id: 54, Training steps: 500, Loss: 48.750847
Epoch id: 54, Training steps: 750, Loss: 73.983948
Epoch id: 54, Training steps: 1000, Loss: 67.442848
Epoch id: 54, Training steps: 1250, Loss: 47.935833
Epoch id: 55, Training steps: 250, Loss: 71.269501
Epoch id: 55, Training steps: 500, Loss: 79.346825
Epoch id: 55, Training steps: 750, Loss: 48.565964
Epoch id: 55, Training steps: 1000, Loss: 39.400864
Epoch id: 55, Training steps: 1250, Loss: 57.378227
Event: total_right, total_predict, predict_right: 5002, 3003, 199
Event: precision, recall, and f1: 0.066, 0.040, 0.050
Role: total_right, total_predict, predict_right: 5354, 56746, 7
Role: precision, recall, and f1: 0.000, 0.001, 0.000
Epoch id: 56, Training steps: 250, Loss: 50.073872
Epoch id: 56, Training steps: 500, Loss: 58.868584
Epoch id: 56, Training steps: 750, Loss: 86.301460
Epoch id: 56, Training steps: 1000, Loss: 59.758263
Epoch id: 56, Training steps: 1250, Loss: 59.644760
Epoch id: 57, Training steps: 250, Loss: 57.830719
Epoch id: 57, Training steps: 500, Loss: 50.704414
Epoch id: 57, Training steps: 750, Loss: 69.646484
Epoch id: 57, Training steps: 1000, Loss: 62.630787
Epoch id: 57, Training steps: 1250, Loss: 53.937801
Epoch id: 58, Training steps: 250, Loss: 60.057240
Epoch id: 58, Training steps: 500, Loss: 57.236156
Epoch id: 58, Training steps: 750, Loss: 43.755112
Epoch id: 58, Training steps: 1000, Loss: 58.299103
Epoch id: 58, Training steps: 1250, Loss: 54.147442
Epoch id: 59, Training steps: 250, Loss: 69.908028
Epoch id: 59, Training steps: 500, Loss: 57.077015
Epoch id: 59, Training steps: 750, Loss: 54.306042
Epoch id: 59, Training steps: 1000, Loss: 55.851963
Epoch id: 59, Training steps: 1250, Loss: 51.668388
Epoch id: 60, Training steps: 250, Loss: 59.927505
Epoch id: 60, Training steps: 500, Loss: 46.457031
Epoch id: 60, Training steps: 750, Loss: 75.438019
Epoch id: 60, Training steps: 1000, Loss: 155.216705
Epoch id: 60, Training steps: 1250, Loss: 47.884415
Event: total_right, total_predict, predict_right: 5002, 3997, 303
Event: precision, recall, and f1: 0.076, 0.061, 0.067
Role: total_right, total_predict, predict_right: 5354, 54049, 9
Role: precision, recall, and f1: 0.000, 0.002, 0.000
Epoch id: 61, Training steps: 250, Loss: 41.390488
Epoch id: 61, Training steps: 500, Loss: 54.528393
Epoch id: 61, Training steps: 750, Loss: 60.042023
Epoch id: 61, Training steps: 1000, Loss: 62.942898
Epoch id: 61, Training steps: 1250, Loss: 54.673000
Epoch id: 62, Training steps: 250, Loss: 66.917236
Epoch id: 62, Training steps: 500, Loss: 39.892845
Epoch id: 62, Training steps: 750, Loss: 46.174694
Epoch id: 62, Training steps: 1000, Loss: 57.202652
Epoch id: 62, Training steps: 1250, Loss: 47.048523
Epoch id: 63, Training steps: 250, Loss: 54.602741
Epoch id: 63, Training steps: 500, Loss: 47.680634
Epoch id: 63, Training steps: 750, Loss: 52.907631
Epoch id: 63, Training steps: 1000, Loss: 92.144257
Epoch id: 63, Training steps: 1250, Loss: 69.964287
Epoch id: 64, Training steps: 250, Loss: 45.067009
Epoch id: 64, Training steps: 500, Loss: 55.679157
Epoch id: 64, Training steps: 750, Loss: 56.360756
Epoch id: 64, Training steps: 1000, Loss: 101.190315
Epoch id: 64, Training steps: 1250, Loss: 33.972031
Epoch id: 65, Training steps: 250, Loss: 45.361794
Epoch id: 65, Training steps: 500, Loss: 62.514137
Epoch id: 65, Training steps: 750, Loss: 51.711021
Epoch id: 65, Training steps: 1000, Loss: 141.611633
Epoch id: 65, Training steps: 1250, Loss: 52.779091
Event: total_right, total_predict, predict_right: 5002, 2516, 185
Event: precision, recall, and f1: 0.074, 0.037, 0.049
Role: total_right, total_predict, predict_right: 5354, 39205, 4
Role: precision, recall, and f1: 0.000, 0.001, 0.000
Epoch id: 66, Training steps: 250, Loss: 43.431316
Epoch id: 66, Training steps: 500, Loss: 44.704597
Epoch id: 66, Training steps: 750, Loss: 38.207123
Epoch id: 66, Training steps: 1000, Loss: 61.589905
Epoch id: 66, Training steps: 1250, Loss: 52.285126
Epoch id: 67, Training steps: 250, Loss: 41.804276
Epoch id: 67, Training steps: 500, Loss: 75.547928
Epoch id: 67, Training steps: 750, Loss: 41.098793
Epoch id: 67, Training steps: 1000, Loss: 48.594116
Epoch id: 67, Training steps: 1250, Loss: 38.284786
Epoch id: 68, Training steps: 250, Loss: 55.113544
Epoch id: 68, Training steps: 500, Loss: 51.356117
Epoch id: 68, Training steps: 750, Loss: 65.673218
Epoch id: 68, Training steps: 1000, Loss: 63.491810
Epoch id: 68, Training steps: 1250, Loss: 53.415611
Epoch id: 69, Training steps: 250, Loss: 53.397438
Epoch id: 69, Training steps: 500, Loss: 39.600002
Epoch id: 69, Training steps: 750, Loss: 59.330173
Epoch id: 69, Training steps: 1000, Loss: 85.762253
Epoch id: 69, Training steps: 1250, Loss: 64.393532
Epoch id: 70, Training steps: 250, Loss: 45.356403
Epoch id: 70, Training steps: 500, Loss: 50.037258
Epoch id: 70, Training steps: 750, Loss: 52.568176
Epoch id: 70, Training steps: 1000, Loss: 54.962471
Epoch id: 70, Training steps: 1250, Loss: 58.200001
Event: total_right, total_predict, predict_right: 5002, 3819, 271
Event: precision, recall, and f1: 0.071, 0.054, 0.061
Role: total_right, total_predict, predict_right: 5354, 55756, 6
Role: precision, recall, and f1: 0.000, 0.001, 0.000
Epoch id: 71, Training steps: 250, Loss: 53.867371
Epoch id: 71, Training steps: 500, Loss: 41.216202
Epoch id: 71, Training steps: 750, Loss: 100.260872
Epoch id: 71, Training steps: 1000, Loss: 91.325348
Epoch id: 71, Training steps: 1250, Loss: 72.228500
Epoch id: 72, Training steps: 250, Loss: 66.582108
Epoch id: 72, Training steps: 500, Loss: 47.551086
Epoch id: 72, Training steps: 750, Loss: 58.893723
Epoch id: 72, Training steps: 1000, Loss: 60.099670
Epoch id: 72, Training steps: 1250, Loss: 68.286385
Epoch id: 73, Training steps: 250, Loss: 55.671368
Epoch id: 73, Training steps: 500, Loss: 65.651794
Epoch id: 73, Training steps: 750, Loss: 43.275120
Epoch id: 73, Training steps: 1000, Loss: 44.829811
Epoch id: 73, Training steps: 1250, Loss: 51.300247
Epoch id: 74, Training steps: 250, Loss: 47.382111
Epoch id: 74, Training steps: 500, Loss: 70.215195
Epoch id: 74, Training steps: 750, Loss: 51.502670
Epoch id: 74, Training steps: 1000, Loss: 109.568733
Epoch id: 74, Training steps: 1250, Loss: 82.967697
Epoch id: 75, Training steps: 250, Loss: 60.296700
Epoch id: 75, Training steps: 500, Loss: 60.455280
Epoch id: 75, Training steps: 750, Loss: 67.058128
Epoch id: 75, Training steps: 1000, Loss: 55.590321
Epoch id: 75, Training steps: 1250, Loss: 50.219479
Event: total_right, total_predict, predict_right: 5002, 3407, 257
Event: precision, recall, and f1: 0.075, 0.051, 0.061
Role: total_right, total_predict, predict_right: 5354, 47713, 4
Role: precision, recall, and f1: 0.000, 0.001, 0.000
Epoch id: 76, Training steps: 250, Loss: 44.070984
Epoch id: 76, Training steps: 500, Loss: 62.861023
Epoch id: 76, Training steps: 750, Loss: 62.560165
Epoch id: 76, Training steps: 1000, Loss: 66.626678
Epoch id: 76, Training steps: 1250, Loss: 70.298615
Epoch id: 77, Training steps: 250, Loss: 56.836906
Epoch id: 77, Training steps: 500, Loss: 61.948399
Epoch id: 77, Training steps: 750, Loss: 58.550148
Epoch id: 77, Training steps: 1000, Loss: 50.633522
Epoch id: 77, Training steps: 1250, Loss: 59.438721
Epoch id: 78, Training steps: 250, Loss: 26.534470
Epoch id: 78, Training steps: 500, Loss: 61.721226
Epoch id: 78, Training steps: 750, Loss: 62.088646
Epoch id: 78, Training steps: 1000, Loss: 44.183014
Epoch id: 78, Training steps: 1250, Loss: 52.330261
Epoch id: 79, Training steps: 250, Loss: 50.463593
Epoch id: 79, Training steps: 500, Loss: 61.272457
Epoch id: 79, Training steps: 750, Loss: 40.563667
Epoch id: 79, Training steps: 1000, Loss: 45.039577
Epoch id: 79, Training steps: 1250, Loss: 74.239548
Epoch id: 80, Training steps: 250, Loss: 64.609741
Epoch id: 80, Training steps: 500, Loss: 59.301659
Epoch id: 80, Training steps: 750, Loss: 63.991737
Epoch id: 80, Training steps: 1000, Loss: 68.174591
Epoch id: 80, Training steps: 1250, Loss: 65.591141
Event: total_right, total_predict, predict_right: 5002, 3828, 274
Event: precision, recall, and f1: 0.072, 0.055, 0.062
Role: total_right, total_predict, predict_right: 5354, 47411, 8
Role: precision, recall, and f1: 0.000, 0.001, 0.000
Epoch id: 81, Training steps: 250, Loss: 60.669796
Epoch id: 81, Training steps: 500, Loss: 70.700172
Epoch id: 81, Training steps: 750, Loss: 59.213623
Epoch id: 81, Training steps: 1000, Loss: 45.123737
Epoch id: 81, Training steps: 1250, Loss: 54.091621
Epoch id: 82, Training steps: 250, Loss: 100.410263
Epoch id: 82, Training steps: 500, Loss: 73.658920
Epoch id: 82, Training steps: 750, Loss: 71.334015
Epoch id: 82, Training steps: 1000, Loss: 60.343201
Epoch id: 82, Training steps: 1250, Loss: 91.897003
Epoch id: 83, Training steps: 250, Loss: 71.490227
Epoch id: 83, Training steps: 500, Loss: 42.198105
Epoch id: 83, Training steps: 750, Loss: 35.917816
Epoch id: 83, Training steps: 1000, Loss: 87.024216
Epoch id: 83, Training steps: 1250, Loss: 137.402863
Epoch id: 84, Training steps: 250, Loss: 59.440590
Epoch id: 84, Training steps: 500, Loss: 49.914391
Epoch id: 84, Training steps: 750, Loss: 51.980865
Epoch id: 84, Training steps: 1000, Loss: 84.020981
Epoch id: 84, Training steps: 1250, Loss: 81.367798
Epoch id: 85, Training steps: 250, Loss: 54.912781
Epoch id: 85, Training steps: 500, Loss: 49.968079
Epoch id: 85, Training steps: 750, Loss: 65.529312
Epoch id: 85, Training steps: 1000, Loss: 63.047066
Epoch id: 85, Training steps: 1250, Loss: 54.437576
Event: total_right, total_predict, predict_right: 5002, 3621, 270
Event: precision, recall, and f1: 0.075, 0.054, 0.063
Role: total_right, total_predict, predict_right: 5354, 49015, 7
Role: precision, recall, and f1: 0.000, 0.001, 0.000
Epoch id: 86, Training steps: 250, Loss: 61.164024
Epoch id: 86, Training steps: 500, Loss: 74.873116
Epoch id: 86, Training steps: 750, Loss: 25.262110
Epoch id: 86, Training steps: 1000, Loss: 44.331306
Epoch id: 86, Training steps: 1250, Loss: 56.716431
Epoch id: 87, Training steps: 250, Loss: 51.602654
Epoch id: 87, Training steps: 500, Loss: 61.240761
Epoch id: 87, Training steps: 750, Loss: 56.865761
Epoch id: 87, Training steps: 1000, Loss: 69.086746
Epoch id: 87, Training steps: 1250, Loss: 54.418789
